author,published_at,updated_at,like_count,text
@VerticalStudio08,2024-08-05T03:01:00Z,2024-08-05T03:01:00Z,0,"BODOHnya Para Buzzer Rezim yang Mengusung Nilai &quot;Asian Value&quot;.  Demokrasi sendiri merupakan &quot;Barat Value&quot;. didalam Asia sendiri ada Nilai-nilai Islam yang dianut Hampir 2 milyar Penduduk Bumi, Justru semangat yang diperlihatkan penguasa membatasi Nilai-nilai Islam, yang merupakan bagian dari Asian Value itu sendiri. jika pendukung dan Buzzer rezim bener-bener ingin Asian Value. harusnya kita kembalikan Lagi Kekuasaan Indonesia kepada 72 Kesultanan dan kerajaan, mereka dulu dengan senang hari menyerahkan kekuasaan,kedaulatan dan kekayaan mereka untuk berdirinya Indonesia."
@acilindigoes,2024-08-05T02:40:18Z,2024-08-05T02:40:18Z,0,"<a href=""https://www.youtube.com/watch?v=H703TwBUtM0&amp;t=1443"">24:03</a> ini bisa gua makan lagi nih, jangan deh ~Hariz Azhar <br>humor gua cuma sepele disitu wkwk"
@penikmat_taekwondo,2024-08-05T02:20:35Z,2024-08-05T02:20:35Z,0,HAM bukan tak terbatas. batas HAM milikmu adalah sejauh HAM orang lain tidak terganggu
@rifankartakusumah2463,2024-08-04T23:28:59Z,2024-08-04T23:29:47Z,0,"Menelanjangi Situasi Politik Indonesia sekali, ini Konten nya. Kalo Ga punya Back up dan Value yang kuat, orang biasa buat konten gini pasti dimasukin ke penjara hahaha"
@irwandi9926,2024-08-04T22:49:49Z,2024-08-04T22:49:49Z,0,Selalu suka bang Haris sih karna bahasanya mudah di fahami
@SelametHariadi,2024-08-04T20:14:50Z,2024-08-04T20:14:50Z,0,gokil mainnya mas Haris Azhar
@yourself1073,2024-08-04T18:37:43Z,2024-08-04T18:37:43Z,0,Udg rocky gerung dong bg pandjikuh!
@kairosdaily7430,2024-08-04T18:18:29Z,2024-08-04T18:18:29Z,0,Suara mic nya gak enak lagi bang panji.😮
@user-dt5it8iy3o,2024-08-04T17:32:01Z,2024-08-04T17:32:01Z,0,Rocky gerung undang bang
@daracerita4051,2024-08-04T16:49:06Z,2024-08-04T16:49:06Z,0,Jgn lupa teh sama biskuit bang panji😊
@BeteOrg,2024-08-04T16:08:03Z,2024-08-04T16:08:03Z,0,Undang Ahmad Dhani
@imancahyadi6951,2024-08-04T14:24:40Z,2024-08-04T14:24:40Z,0,Rocky mas panji.
@asnaadi902,2024-08-04T13:25:54Z,2024-08-04T13:25:54Z,0,Saya liat
@ratnasari27,2024-08-04T13:08:48Z,2024-08-04T13:08:48Z,0,"selama masih loelagi2 agak  sulit bisa tegak  pelanggran HAM, multi paty emang masalahnya"
@wawansugiantoro2997,2024-08-04T12:22:18Z,2024-08-04T12:22:18Z,0,"Kaesang undang terus bang sampai dateng... Klo perlu gruduk basecamp nya, jl. Medan merdeka utara tepatnya depan monas..."
@pandu5461,2024-08-04T12:04:59Z,2024-08-04T15:36:16Z,1,"bang panji, podcast sambil catur gini konsepnya seru sih. Tapi kalau bisa pake alat bantu atau aplikasi di device (kalau ada) yang bisa ngasih tau gilirannya siapa, sangat membantu buat guest sama hostnya sendiri. minimal make kaya semacam bel?? kan bisa ketauan siapa yang terakhir mencet bel. soalnya agak noticeable, lumayan sering nanya &quot;ini gillran siapa??&quot;<br>gua dengerin doang mesti attentive gini aja capek,  apa lg mesti ngomong nyari kosa kata sambil main catur jir. sukses terus kedepannya bang panji<a href=""UCkszU2WH9gy1mb0dV-11UJg/Iv90XouTLuOR8gSxxrToBA""></a><br><br>P.S. itu angle kamera catur kalau bisa jgn terlalu di atasnya gitu, biar keliatan chess pieces nya yg mana aja. soalnya, dari atas keliatannya hampir semua sama."
@Rvu72,2024-08-04T12:04:01Z,2024-08-04T12:04:01Z,0,Ya gimane???orang tolol yg milih mukidi dari 2014 banyak
@Ipank_Ariza,2024-08-04T11:31:48Z,2024-08-04T11:31:48Z,0,👍
@nirwan54,2024-08-04T11:28:39Z,2024-08-04T11:28:39Z,0,yg eps fedi nuril ko gaada ya?
@ArobzMiqdam,2024-08-04T11:02:42Z,2024-08-04T11:02:42Z,0,Daging semua.....
@GembongWakwaw,2024-08-04T10:52:18Z,2024-08-04T10:52:18Z,0,MAsih nunggu yang Ama mahfud md di upload
@hanujirahmatnagoro4518,2024-08-04T10:22:14Z,2024-08-04T10:22:14Z,0,"cara pandang ke ormas skrg adalah, siapa bosnya, jdi klo ada ormas palak parkir n berbagai hajatan warga,<br>yaudah jgn pilih partai bosnya tempat bernaung :P"
@guckify,2024-08-04T09:55:58Z,2024-08-04T09:55:58Z,0,Skakmat fadli zon
@simpleman3192,2024-08-04T08:38:27Z,2024-08-04T08:38:27Z,0,Yang setuju undang LBP sama Erick Thohir 👇🏼
