author,published_at,updated_at,like_count,text
@user-ek8ce6zs1d,2024-07-07T08:42:08Z,2024-07-07T08:42:08Z,1,"2014 2019 saya Prabowo, 2024 ada yg lebih baik dan saya pilih pak anies,alhamdulilah... saya tidak pernah salah pilih untuk menjalankan akal sehat saya."
@zilong2916,2024-07-07T07:47:35Z,2024-07-07T07:47:35Z,2,"Gw pgn banget indonesia dipimpin oleh pak Anies, beliau menurut gw orang yg hebat, cerdas juga tapi yaa apalah daya, orang&quot; lebih percaya orang yg tegas daripada orang cerdas seperti beliau. Semoga pilpres yg akan datang beliau maju lagi jadi calon"
@alviannueta5188,2024-07-07T07:38:41Z,2024-07-07T07:38:41Z,0,"bang paji tegas kata-katanya,saya suka pertanyaan masalah rumah <br>dp 0 % di pertanyakan....!"
@muhammadzhafir1880,2024-07-07T07:19:13Z,2024-07-07T07:19:13Z,0,Ayo anies semangat
@wigiyanto9852,2024-07-07T06:52:49Z,2024-07-07T06:52:49Z,0,membangung imunitas rakyat yang jumlahnya ratusan juta itu susahnya minta ampun.<br>menginginkan kesadaran pelaku politik untuk hentikan moneypolitik dan kecurangan juga ada ribuan pelaku politik.<br>yang bisa kita lakukan awasi penegaknhukum biar bisa berjalan sebagaimana mestinya.
@Woiiiiii828,2024-07-07T06:48:44Z,2024-07-07T06:48:44Z,0,Curang ini to be continue..🤫
@tatami1248,2024-07-07T06:35:48Z,2024-07-07T06:35:48Z,0,Beli tiketnya dimana? Bang…boleh kasih website di caption kayaknya lbh enak
@nininini3551,2024-07-07T02:47:59Z,2024-07-07T02:47:59Z,0,"...peran rakyat senjutnya yaaa antara lain monitoring program pemerintah,menikmati janji-janji pemerintah saat kampanye sampai tuntas, meringankan beban hidup yang makin berat sebagai rakyat jelata yg suaranya sudah dipakai untuk kemenangannya dll😂"
@initial.d3781,2024-07-07T01:26:27Z,2024-07-07T01:26:27Z,0,kek nya main catur kurang cocok deh sambil ngbrol mungkin bisa gnti tema ...dmm catur harus muter otak tp d sni harus ngbrol serius jd gk fokus..pak anis byk kepotong efek d suruh jalan jalan🗿🗿🗿
@zainularifin-ll4th,2024-07-07T00:24:09Z,2024-07-07T00:24:09Z,0,"Obrolan berat + main catur, menyala otak wkwkwk"
@TSODWPfadlirullah,2024-07-06T22:11:34Z,2024-07-06T22:11:34Z,0,"NIKI dalam lagunya menyebutkan, &quot;in the end, we&#39;re only regret the chances we didn&#39;t take&quot;. dan entah kenapa saya merasa Indonesia melewatkan kesempatan besar untuk dipimpin oleh seorang Anies"
@KhanifHidayat-er8bk,2024-07-06T18:01:45Z,2024-07-06T18:01:45Z,0,Indonesia telah menyia-nyiakan orang secerdas Pak Anies
@reshaelfianur7537,2024-07-06T16:30:58Z,2024-07-06T16:30:58Z,0,hokage gmna nih klo di ajak main catur sambil di tanya2? wkwkwk
@miftahhasan4918,2024-07-06T13:51:27Z,2024-07-06T13:51:27Z,0,Undang si ahok lah bang
@suparmanpemuda1121,2024-07-06T12:28:44Z,2024-07-06T12:28:44Z,0,"Dari dulu emang bang panji selalu bilang, anda akan terhipnotis jika berbicara dengan pak anies"
@KomatKamit_Official,2024-07-06T09:43:02Z,2024-07-06T09:43:02Z,0,58%😂
@ennafs,2024-07-06T09:35:21Z,2024-07-06T09:35:21Z,0,"<a href=""https://www.youtube.com/watch?v=uO3Op7tKA1I&amp;t=850"">14:10</a> epic moment"
@jsariwalaka,2024-07-06T08:44:45Z,2024-07-06T08:44:45Z,0,Bang zoom dikit boleh tuh kamera atas nya.. biar lebih keliatan anak catur nya.. 😁😁
@indrikarundeng716,2024-07-06T07:38:17Z,2024-07-06T07:38:17Z,0,dri bagaimana cara anies berpendapat soal surya paloh gw merasa bahwa kita tuh butuh pikiran dan penerimaan yang luas terhadap sesuatu yang tidak sesuai harapan kita. dan gw belajar juga bgmna kita perlu memposisikan diri sebagai orang lain sebelum kita men judge orang lain. 🫡
@rajassa7068,2024-07-06T06:53:47Z,2024-07-06T06:53:47Z,0,Anies -ahok 2029
@carlzeiss9273,2024-07-06T06:05:21Z,2024-07-06T06:05:21Z,0,Bedanya orang yg bener2 punya jiwa leader bukan dealer
@nagabundar7,2024-07-06T05:23:39Z,2024-07-06T05:23:39Z,0,"Thumbnailnya agak mirip dgn yg pertama jadi views sedikit ,harus beda dong"
@miethabachrumsyah5315,2024-07-06T02:29:51Z,2024-07-06T02:29:51Z,0,"Who you are, what your values are, what you stand for, they are your anchor, your north star. You wont find them in a book, you’ll  find them in your soul ❤ -mulai menit ke <a href=""https://www.youtube.com/watch?v=uO3Op7tKA1I&amp;t=1963"">32:43</a>-😊"
@AnakGaram90,2024-07-06T02:29:38Z,2024-07-06T02:29:38Z,0,Bang kerenn cuman kasih gelas di atas mejanya mau ada air nya atau gak biar keliatan kosong bgt mejanya😊😊
